title,weight,price,shelf_life,images,product_link,category_link
IRN-BRU Xtra,24 x 330ml,£8.50,NA,https://www.ocado.com/productImages/406/406105011_0_150x150.jpg?identifier=061d582fe4a931e8e5e0e8530cab2129,https://www.ocado.com/products/irn-bru-xtra-406105011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
M&S Diet Sparkling Pink Cranberry Lemonade No Added Sugar,500ml,£1.45,NA,https://www.ocado.com/productImages/514/514180011_0_150x150.jpg?identifier=26a366b7207c467c8be1666f8a8ebc63,https://www.ocado.com/products/m-s-diet-sparkling-pink-cranberry-lemonade-no-added-sugar-514180011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
PUKKA Joy Organic Herbal Tea,20 per pack,£3.45,NA,https://www.ocado.com/productImages/515/515963011_0_150x150.jpg?identifier=1ba36441050da72617b3ae0f3d652414,https://www.ocado.com/products/pukka-joy-organic-herbal-tea-515963011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Radnor Fizz Forest Fruits,4 x 330ml,£2,NA,https://www.ocado.com/productImages/453/453041011_0_150x150.jpg?identifier=d971c1cf30ec8034adce944e68e26d6e,https://www.ocado.com/products/radnor-fizz-forest-fruits-453041011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Sloane's Sumptuous Smooth Milk Posh Hot Chocolate,250g,£4.70,NA,https://www.ocado.com/productImages/459/459064011_0_150x150.jpg?identifier=f926fe8f70e38343d2ce7c8b969d7314,https://www.ocado.com/products/sloane-s-sumptuous-smooth-milk-posh-hot-chocolate-459064011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Taylors Brazil Fazenda Pinhal Ground Coffee,227g,£5.40,NA,https://www.ocado.com/productImages/366/366964011_0_150x150.jpg?identifier=a9bfb790d8571ab0f527097a8a5bcdb5,https://www.ocado.com/products/taylors-brazil-fazenda-pinhal-ground-coffee-366964011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Tetley Super Green Tea Boost Berry Burst Tea Bags,20 per pack,£1.79,NA,https://www.ocado.com/productImages/302/302431011_0_150x150.jpg?identifier=3852ea56d7899e47784d71b4e15c76b9,https://www.ocado.com/products/tetley-super-green-tea-boost-berry-burst-tea-bags-302431011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"Vimto Blackcurrant, Raspberry & Blueberry",1L,£1.85,NA,https://www.ocado.com/productImages/552/552941011_0_150x150.jpg?identifier=19360f354a3b154fc87902863824c342,https://www.ocado.com/products/vimto-blackcurrant-raspberry-blueberry-552941011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Britvic Cranberry Juice,24 x 200ml,£17.50,NA,https://www.ocado.com/productImages/365/365763011_0_150x150.jpg?identifier=296c3d63936b3802f3ef163c0461f967,https://www.ocado.com/products/britvic-cranberry-juice-365763011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fentimans Light Gently Sparkling Elderflower,250ml,£1.40,NA,https://www.ocado.com/productImages/492/492018011_0_150x150.jpg?identifier=819c90571ca9188e6586127640ed2b43,https://www.ocado.com/products/fentimans-light-gently-sparkling-elderflower-492018011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Karma Drinks Gingerella Ginger Ale,250ml,£1.30,NA,https://www.ocado.com/productImages/547/547172011_0_150x150.jpg?identifier=ca3df08a8bbe6d148bddff0192ddd17c,https://www.ocado.com/products/karma-drinks-gingerella-ginger-ale-547172011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
M&S Fairtrade Decaf One Cup Coffee Filters,10 per pack,£3.40,NA,https://www.ocado.com/productImages/518/518924011_0_150x150.jpg?identifier=faf93976da8644296ae956bd1adb2147,https://www.ocado.com/products/m-s-fairtrade-decaf-one-cup-coffee-filters-518924011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Monster Energy Pipeline Punch,500ml,£1.60,NA,https://www.ocado.com/productImages/453/453529011_0_150x150.jpg?identifier=1266fc57292e4867a905fb8999e94d9f,https://www.ocado.com/products/monster-energy-pipeline-punch-453529011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
NOCCO Limon Del Sol,330ml,£2.30,NA,https://www.ocado.com/productImages/530/530840011_0_150x150.jpg?identifier=a34ccd09c78000a63e7d580d1b4ef593,https://www.ocado.com/products/nocco-limon-del-sol-530840011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Red Bull,8 x 250ml,£9,NA,https://www.ocado.com/productImages/288/28834011_0_150x150.jpg?identifier=e85fe3fa15f9570913c239fc47aa6a9c,https://www.ocado.com/products/red-bull-28834011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Teapigs Lemon & Ginger Tea Bags,50 per pack,£12,NA,https://www.ocado.com/productImages/768/76899011_0_150x150.jpg?identifier=ef53596f1182f5a6c0e4370bda54222e,https://www.ocado.com/products/teapigs-lemon-ginger-tea-bags-76899011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Teapigs Snooze Tea Bags,15 per pack,£4.15,NA,https://www.ocado.com/productImages/363/363235011_0_150x150.jpg?identifier=584beedd1c41f27bbb8e3cd59951d866,https://www.ocado.com/products/teapigs-snooze-tea-bags-363235011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Tetley Pure Green Tea Bags,20 per pack,£1.50,NA,https://www.ocado.com/productImages/310/310145011_0_150x150.jpg?identifier=cbe23fd0fd1da3dac9ed0703495d28e9,https://www.ocado.com/products/tetley-pure-green-tea-bags-310145011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Tetley Tea Bags,420 per pack,£7,NA,https://www.ocado.com/productImages/525/525740011_0_150x150.jpg?identifier=82d9b85fe2a38193d10011e11dbcc042,https://www.ocado.com/products/tetley-tea-bags-525740011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"Twinings Salted Caramel Green Tea, 20 Tea Bags",20 per pack,£2.70,NA,https://www.ocado.com/productImages/261/261382011_0_150x150.jpg?identifier=75fe8624692b59a69074efeb7c9543f8,https://www.ocado.com/products/twinings-salted-caramel-green-tea-20-tea-bags-261382011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"Twinings Superblends Detox with Lemon, Ginger and Fennel",20 per pack,£2.70,NA,https://www.ocado.com/productImages/430/430779011_0_150x150.jpg?identifier=26ec6c5ef0fc6d3b04e1e3ea845ee057,https://www.ocado.com/products/twinings-superblends-detox-with-lemon-ginger-and-fennel-430779011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Twinings Superblends Sleep Valerian & Orange Blossom,20 per pack,£2.70,NA,https://www.ocado.com/productImages/565/565585011_0_150x150.jpg?identifier=392f64dfe8f094617266493e6b9f6861,https://www.ocado.com/products/twinings-superblends-sleep-valerian-orange-blossom-565585011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Yogi Tea Licorice Organic Tea Bags,17 per pack,£3,NA,https://www.ocado.com/productImages/816/81600011_0_150x150.jpg?identifier=14b8baf6453fa60ee01efbedfe4c5709,https://www.ocado.com/products/yogi-tea-licorice-organic-tea-bags-81600011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"Ferrer Tomato, Pepper & Cucumber Gazpacho Soup",745g,£3.55,NA,https://www.ocado.com/productImages/434/43498011_0_150x150.jpg?identifier=6d6dfb9a6d27a006ecb7fd95b8a40ab2,https://www.ocado.com/products/ferrer-tomato-pepper-cucumber-gazpacho-soup-43498011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
M&S Still Raspberry Lemonade,750ml,£2.35,LIFE 1w+,https://www.ocado.com/productImages/515/515997011_0_150x150.jpg?identifier=4a9e23195cd09c7d425a2d9c9b61ac79,https://www.ocado.com/products/m-s-still-raspberry-lemonade-515997011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Percol Rich Americano Organic Ground Coffee,200g,£4.25,NA,https://www.ocado.com/productImages/463/463540011_0_150x150.jpg?identifier=278254b0d6652a1af7e14a0f87d692b6,https://www.ocado.com/products/percol-rich-americano-organic-ground-coffee-463540011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Pukka Organic Licorice & Cinnamon Tea Bags,20 per pack,£3.45,NA,https://www.ocado.com/productImages/687/68730011_0_150x150.jpg?identifier=2de90c8c5c06d67622f9d3d4b3954cee,https://www.ocado.com/products/pukka-organic-licorice-cinnamon-tea-bags-68730011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
STARBUCKS Latte Instant Coffee Sachets,5 per pack,£2.50,NA,https://www.ocado.com/productImages/525/525070011_0_150x150.jpg?identifier=98fa7cf1092a18c580e5b9765c62f8bb,https://www.ocado.com/products/starbucks-latte-instant-coffee-sachets-525070011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Brew Tea Co Earl Grey Loose Leaf Tea,113g,£5.50,NA,https://www.ocado.com/productImages/428/428672011_0_150x150.jpg?identifier=7a38aefc0d734a9db68885546a026dfb,https://www.ocado.com/products/brew-tea-co-earl-grey-loose-leaf-tea-428672011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"M&S Eat Well Orange, Lemon & Ginger Super Smoothie",750ml,£2.65,LIFE 6d+,https://www.ocado.com/productImages/515/515277011_0_150x150.jpg?identifier=a932cb53200aa5887454f986892463db,https://www.ocado.com/products/m-s-eat-well-orange-lemon-ginger-super-smoothie-515277011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
M&S Ultimate Mint Infusion Tea Bags,15 per pack,£3.15,NA,https://www.ocado.com/productImages/510/510213011_0_150x150.jpg?identifier=73efbb4860d41c6723bfc0e4c159f49e,https://www.ocado.com/products/m-s-ultimate-mint-infusion-tea-bags-510213011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Pukka Blackcurrant Beauty Tea Bags,20 per pack,£3.45,NA,https://www.ocado.com/productImages/370/370896011_0_150x150.jpg?identifier=fc1bfb559a6ffab24144fefb16021469,https://www.ocado.com/products/pukka-blackcurrant-beauty-tea-bags-370896011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Pukka Womankind Tea Bags,20 per pack,£3.45,NA,https://www.ocado.com/productImages/264/264043011_0_150x150.jpg?identifier=9e4130420d731a77487f9822efab2055,https://www.ocado.com/products/pukka-womankind-tea-bags-264043011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Shloer Pineapple & Lime,750ml,£2.40,NA,https://www.ocado.com/productImages/551/551876011_0_150x150.jpg?identifier=2648a1b99a2f7a8ae080ab0908c64e2d,https://www.ocado.com/products/shloer-pineapple-lime-551876011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Teapigs Green Tea with Mint Tea Bags,15 per pack,£4.15,NA,https://www.ocado.com/productImages/768/76897011_0_150x150.jpg?identifier=7e24c443d2c9299322266d17f7c4596f,https://www.ocado.com/products/teapigs-green-tea-with-mint-tea-bags-76897011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Teapigs Pure Lemongrass Tea Bags,15 per pack,£4.15,NA,https://www.ocado.com/productImages/768/76887011_0_150x150.jpg?identifier=ee3c1a0daa908b48e45fbff65c9a8127,https://www.ocado.com/products/teapigs-pure-lemongrass-tea-bags-76887011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
TENZING Natural Energy Raspberry & Yuzu,250ml,£1.45,NA,https://www.ocado.com/productImages/551/551729011_0_150x150.jpg?identifier=369785fc3cdbb7eafabe3529bd1f03f9,https://www.ocado.com/products/tenzing-natural-energy-raspberry-yuzu-551729011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
The Berry Company Acai Juice Blend ,1L,£2.50,NA,https://www.ocado.com/productImages/520/520380011_0_150x150.jpg?identifier=6e258a04ba1c4679e5372f9820b869e4,https://www.ocado.com/products/the-berry-company-acai-juice-blend-520380011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Costa Nespresso Compatible Signature Blend Espresso,10 per pack,£3,NA,https://www.ocado.com/productImages/563/563091011_0_150x150.jpg?identifier=ee5811419fb4a60d804af3c7757113e5,https://www.ocado.com/products/costa-nespresso-compatible-signature-blend-espresso-563091011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
M&S Mexican Lime & Lemongrass Sparkling Presse,750ml,£2.40,NA,https://www.ocado.com/productImages/514/514966011_0_150x150.jpg?identifier=544a253e046198d907936b98b677abb8,https://www.ocado.com/products/m-s-mexican-lime-lemongrass-sparkling-presse-514966011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Pellini Luxury Organic Compostable Nespresso Compatible Coffee Capsules,10 per pack,£3.65,NA,https://www.ocado.com/productImages/329/329186011_0_150x150.jpg?identifier=fd3548ba0fd47b0dc8f4ae88498d0870,https://www.ocado.com/products/pellini-luxury-organic-compostable-nespresso-compatible-coffee-capsules-329186011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Sodastream 7Up free,,£5,NA,https://www.ocado.com/productImages/569/569809011_0_150x150.jpg?identifier=15bba8165c41aeeaedbbbe5bfd8a970a,https://www.ocado.com/products/sodastream-7up-free-569809011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Twinings Superblends Focus with Mango and Pineapple,20 per pack,£2.70,NA,https://www.ocado.com/productImages/442/442848011_0_150x150.jpg?identifier=f8cb457ceb2f5cdfbdf40e96b57c2501,https://www.ocado.com/products/twinings-superblends-focus-with-mango-and-pineapple-442848011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Whole Earth Organic Sparkling Elderflower,4 x 330ml,£4,NA,https://www.ocado.com/productImages/563/563450011_0_150x150.jpg?identifier=c84253f523131ce34d1a72d79f851776,https://www.ocado.com/products/whole-earth-organic-sparkling-elderflower-563450011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Cafedirect Fairtrade Smooth Roast Instant Coffee ,200g,£7.85,NA,https://www.ocado.com/productImages/233/23372011_0_150x150.jpg?identifier=a6ff86fe3978c8ff514a31b61ed902c5,https://www.ocado.com/products/cafedirect-fairtrade-smooth-roast-instant-coffee-23372011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Classic Mellanrost Medium Roast Ground Filter Coffee,500g,£7,NA,https://www.ocado.com/productImages/792/79222011_0_150x150.jpg?identifier=c2dfb50a8c425376cab9f6feea1f1025,https://www.ocado.com/products/classic-mellanrost-medium-roast-ground-filter-coffee-79222011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Costa Nespresso Compatible Columbian Roast Espresso,10 per pack,£3,NA,https://www.ocado.com/productImages/563/563092011_0_150x150.jpg?identifier=385a1c0895e2cf6a6e18189a8bf1fe2e,https://www.ocado.com/products/costa-nespresso-compatible-columbian-roast-espresso-563092011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
HIGH5 Berry Electrolyte Sports Drink Tablets ,20 per pack,£7,LIFE 1m+,https://www.ocado.com/productImages/394/394484011_0_150x150.jpg?identifier=3594e90e5324b28b825b4c982d7c6842,https://www.ocado.com/products/high5-berry-electrolyte-sports-drink-tablets-394484011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
illy Instant Decaf Coffee,95g,£6.10,NA,https://www.ocado.com/productImages/563/563172011_0_150x150.jpg?identifier=e101783dac6f7d985db75875f751c712,https://www.ocado.com/products/illy-instant-decaf-coffee-563172011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Schweppes Signature Collection Crisp Tonic,8 x 150ml,£4.25,NA,https://www.ocado.com/productImages/552/552291011_0_150x150.jpg?identifier=482f07d7bbdc07c8fa4718b0a347c783,https://www.ocado.com/products/schweppes-signature-collection-crisp-tonic-552291011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Starbucks Medium House Blend Coffee Pods Dolce Gusto ,12 per pack,£4,NA,https://www.ocado.com/productImages/456/456493011_0_150x150.jpg?identifier=1eb996b0a4dfbfc98a154ac0cd4e8dc5,https://www.ocado.com/products/starbucks-medium-house-blend-coffee-pods-dolce-gusto-456493011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Taylors Organic Peppermint Teabags,20 per pack,£4.10,NA,https://www.ocado.com/productImages/449/449257011_0_150x150.jpg?identifier=8ef01d8fddc3a4743cf0cf66040a2054,https://www.ocado.com/products/taylors-organic-peppermint-teabags-449257011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Typhoo Decaf Tea Bags,80 per pack,£2.50,NA,https://www.ocado.com/productImages/227/227056011_0_150x150.jpg?identifier=fce99bb465b72138d9e44329d9cd9d6c,https://www.ocado.com/products/typhoo-decaf-tea-bags-227056011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Yogi Tea Throat Comfort Organic Tea Bags,17 per pack,£3,NA,https://www.ocado.com/productImages/815/81591011_0_150x150.jpg?identifier=d2ae04757f7cfeca2538580476e58080,https://www.ocado.com/products/yogi-tea-throat-comfort-organic-tea-bags-81591011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Green Orangeade,6 x 330ml,£4.25,NA,https://www.ocado.com/productImages/516/516848011_0_150x150.jpg?identifier=73e5c5c54c2d854cc2aea163e0583c1e,https://www.ocado.com/products/green-orangeade-516848011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Grenade Carb Killa Chocolate Mint Protein Shake,330ml,£2.50,LIFE 1m+,https://www.ocado.com/productImages/372/372862011_0_150x150.jpg?identifier=17bc30dca982b74e5c1f037db9b8d66c,https://www.ocado.com/products/grenade-carb-killa-chocolate-mint-protein-shake-372862011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"M&S Lavender, Limeflower & Camomile Tea Bags",25 per pack,£2.10,NA,https://www.ocado.com/productImages/509/509174011_0_150x150.jpg?identifier=1beb78a6760a28f853976f2c712b8f9f,https://www.ocado.com/products/m-s-lavender-limeflower-camomile-tea-bags-509174011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Pukka Day to Night Collection,20 per pack,£3.75,NA,https://www.ocado.com/productImages/422/422294011_0_150x150.jpg?identifier=c0e0855dca9bac3441db600c7571182f,https://www.ocado.com/products/pukka-day-to-night-collection-422294011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
